train-MinReturn,n_timesteps,train-AverageReturn,LossAfter,Time-Optimization,Time-Sampling,train-EnvExecTime,train-MaxReturn,LossBefore,train-PolicyExecTime,train-AverageDiscountedReturn,train-NumTrajs,Time,train-StdReturn,ItrTime,Itr,Time-SampleProc
-143.34609610587975,960000,-140.49337531257208,-1.1185365,3.8523833751678467,168.8768229484558,4.640791416168213,-136.06172147781282,-0.016099552,163.83219361305237,-310.0031937085425,100,17890.135571956635,1.546715030488806,172.75530982017517,95,0.024759769439697266
-143.65191351510592,970000,-140.4314661563482,-1.0998563,3.7709670066833496,176.08134508132935,4.559303045272827,-137.13460548113173,0.017238487,171.11171293258667,-309.772615630159,100,18070.028082847595,1.5661442398155339,179.87184190750122,96,0.01805424690246582
-143.2425503822185,980000,-140.41502807627035,-1.1434537,3.3092501163482666,190.7175931930542,4.5750954151153564,-137.25256846929588,0.001115432,185.7293119430542,-309.80422230670143,100,18264.09639596939,1.429304866461881,194.04792094230652,97,0.020563840866088867
-143.5603503132076,990000,-140.18956343781846,-1.2061099,3.4625191688537598,186.3416268825531,4.585758447647095,-137.05021400526056,-0.009196958,181.3534665107727,-309.3014685097234,100,18453.946781873703,1.6419405520282986,189.82608604431152,98,0.021553993225097656
-143.29809331609732,1000000,-140.42841803301783,-1.1666281,4.0168352127075195,181.17696404457092,4.536705493927002,-136.14727932900084,0.021506852,176.2412588596344,-309.8067754651204,100,18639.180238962173,1.5472578790535823,185.21492409706116,99,0.02070307731628418
-142.835452914118,1010000,-139.92755630941826,-1.2274954,3.394585132598877,180.0414309501648,4.5185227394104,-135.4110050111002,0.0076712226,175.12472820281982,-308.74306663210837,100,18822.657778978348,1.576318767719734,183.45619797706604,100,0.019825220108032227
-143.20177078763777,1020000,-140.29530081836012,-1.2773806,3.465533971786499,177.7060821056366,4.570265769958496,-137.05382672797043,0.0061262483,172.7369565963745,-309.4753476849453,100,19003.884460926056,1.580959836828573,181.2054831981659,101,0.027167081832885742
-143.65428825105752,1030000,-140.32721233961126,-1.3537838,3.8955090045928955,169.98019814491272,4.632251977920532,-137.0968593994534,-0.016622106,164.93888354301453,-309.5580492602085,100,19177.808787822723,1.6622867773490282,173.901380777359,102,0.024188995361328125
-143.1769550914417,1040000,-140.23506379118027,-1.4444275,3.2554030418395996,167.02321195602417,4.619155645370483,-135.58439729000534,-0.0044076187,161.8946988582611,-309.39211324772043,100,19348.13467001915,1.619959697420906,170.30061411857605,103,0.020523786544799805
-143.332900532884,1050000,-140.40577954134918,-1.5037575,2.7104849815368652,172.45193219184875,4.568899393081665,-137.27850909019656,-0.017907139,167.47567772865295,-309.7823305350378,100,19523.481791973114,1.4019423529292367,175.3252730369568,104,0.16149187088012695
-143.3039283376029,1060000,-140.25527478087577,-1.5683335,3.453061819076538,171.82476997375488,4.626129627227783,-137.21151992727255,0.0056582214,166.79872488975525,-309.3948175109282,100,19698.803160905838,1.596200289690686,175.29930710792542,105,0.019049882888793945
-143.2119128606215,1070000,-140.26816135685758,-1.5982137,2.9208829402923584,172.8547739982605,4.579399108886719,-137.34315678843035,-0.01652185,167.8634488582611,-309.50025444988415,100,19874.621123075485,1.5687528096555383,175.79528403282166,106,0.01817607879638672
-143.26534982385115,1080000,-140.1526213491712,-1.2218904,2.872673988342285,168.37500596046448,4.544436454772949,-137.1892570437927,-0.0027925752,163.43040704727173,-309.2223977114781,100,20045.91671013832,1.4121478200754367,171.2727119922638,107,0.024614810943603516
-143.1887231791554,1090000,-140.36584876312176,-1.6437942,2.9373281002044678,168.05506420135498,4.6547935009002686,-136.18082093295368,0.0039518597,162.97599244117737,-309.68023963470296,100,20216.95077395439,1.441844421400068,171.013836145401,108,0.019788026809692383
-143.6393895371812,1100000,-140.23618084467236,-1.3912516,3.234217882156372,160.4776577949524,4.616666078567505,-136.80998923015335,0.007206043,155.45698499679565,-309.3747531404983,100,20380.703732967377,1.5580129911289229,163.73108100891113,109,0.01783895492553711
-142.972348138358,1110000,-140.31973044455333,-1.6280444,4.189263105392456,160.01477575302124,4.5439207553863525,-136.0105050377732,-0.0056345467,155.03968977928162,-309.57656723107374,100,20544.950438976288,1.4364008965225,164.22444701194763,110,0.01980304718017578
-142.94069721683832,1120000,-140.57269367597718,-1.7029543,2.6025002002716064,186.48204708099365,4.81522274017334,-134.86097096187967,-0.012226829,181.2266330718994,-310.0957670297186,100,20734.078033924103,1.513959446378182,189.10467886924744,111,0.01946711540222168
-142.99754508286418,1130000,-140.2723998117875,-1.7118844,3.0579259395599365,186.79752492904663,4.95817494392395,-136.48858965599177,-0.018655987,181.4119474887848,-309.515062320516,100,20923.97831106186,1.48869054876182,189.87827491760254,112,0.021371841430664062
-143.46488619359897,1140000,-140.3015287047948,-1.7093894,2.4916529655456543,165.92476630210876,4.67218804359436,-135.8416323993212,0.007657785,160.84037613868713,-309.5060743993942,100,21092.441650867462,1.7055810132828615,168.43824791908264,113,0.020219802856445312
-143.04057226257635,1150000,-140.25524412057453,-1.7254697,2.5038280487060547,160.47410893440247,4.551653623580933,-136.2464600283762,-0.004381004,155.52497172355652,-309.3930843383884,100,21255.4675989151,1.6743612450140544,163.00446105003357,114,0.026201725006103516
-143.0948034292508,1160000,-140.11363850720548,-1.7524863,2.4674618244171143,158.30314993858337,4.576525449752808,-136.1229141686329,0.0031451234,153.32428622245789,-309.15083635517834,100,21416.29913687706,1.4586905568119768,160.7976541519165,115,0.026664018630981445
-143.3407106458688,1170000,-140.19686604565527,-1.7957664,3.0146069526672363,159.7590630054474,4.6084253787994385,-136.61218953550747,0.017719757,154.73244976997375,-309.2717242055117,100,21579.11896586418,1.559698892009977,162.79645609855652,116,0.020341873168945312
-143.39954620231092,1180000,-140.34359237857691,-1.8082731,2.6023480892181396,150.11018872261047,4.538695573806763,-137.17251028772182,0.018393416,145.1709907054901,-309.5939577087273,100,21731.909564733505,1.5639975320967494,152.76804304122925,117,0.0549619197845459
-142.76765009611995,1190000,-140.48774874071876,-1.8371438,2.3888309001922607,148.54717898368835,4.50528359413147,-137.66291512812805,0.00916705,143.63769221305847,-309.9497334672608,100,21882.892933130264,1.3474397607316784,150.96211409568787,118,0.02543187141418457
-143.21463843863756,1200000,-140.2553900971499,-1.8617043,3.4469919204711914,149.09183502197266,4.948114395141602,-137.3140297709283,-0.017379157,143.74072313308716,-309.4572594652551,100,22035.480753183365,1.6192797902184886,152.5653088092804,119,0.02103900909423828
-142.98700232288928,1210000,-140.34393317667227,-1.9253408,2.529165744781494,136.65678215026855,4.5690648555755615,-136.37506134847118,0.00097221375,131.66703128814697,-309.57627107080765,100,22174.71271800995,1.4334912700792544,139.20780682563782,120,0.021456003189086914
-143.79397978183897,1220000,-140.31009766207816,-2.0060477,2.6175379753112793,132.15235996246338,4.5252180099487305,-135.84301710976825,-0.031236863,127.2138569355011,-309.51366097528097,100,22309.524935007095,1.5210996698692925,134.7913818359375,121,0.019992828369140625
-144.17048172664212,1230000,-140.38901021165037,-2.0142684,2.3615291118621826,121.22259283065796,4.586794853210449,-137.6559577688559,0.011243136,116.23036599159241,-309.71641596970574,100,22433.153332948685,1.565760892660104,123.60715007781982,122,0.02159595489501953
-143.2166270487414,1240000,-140.46353253694326,-2.1293614,2.2214200496673584,108.96666216850281,4.668187618255615,-137.2772658415164,-0.006763691,103.88948941230774,-309.8592870723683,100,22544.418496847153,1.4835093327339757,111.24441599845886,123,0.05592489242553711
