Itr,n_timesteps,Time-SampleProc,Time-Sampling,train-MaxReturn,train-EnvExecTime,train-AverageDiscountedReturn,train-MinReturn,train-NumTrajs,train-StdReturn,Time-Optimization,LossAfter,Time,train-AverageReturn,train-PolicyExecTime,ItrTime,LossBefore
122,1230000,0.06690788269042969,8.2636239528656,-15.87808957100267,3.1657822132110596,-93.06162047831921,-257.1688232326918,100,27.682460287807544,0.28497934341430664,-0.058249068,1057.1871106624603,-60.45265604988206,4.849663496017456,8.615722417831421,1.7547608e-08
123,1240000,0.07288980484008789,8.066729307174683,7.607515184226857,3.0640439987182617,-85.33923861390922,-265.7222248146105,100,44.103769702351414,0.24199390411376953,-0.012335141,1065.5871393680573,-67.43042006367914,4.758232593536377,8.382477045059204,3.0517577e-09
124,1250000,0.07839393615722656,8.029452085494995,10.818285507392345,3.059260606765747,-114.01510725916887,-252.3107159082458,100,35.98467029094174,0.25604724884033203,-0.00910758,1073.9684274196625,-81.2132547330521,4.72330904006958,8.365122556686401,4.2438506e-09
125,1260000,0.06452631950378418,8.12213921546936,-5.754373463437508,3.040052652359009,-124.98823616696843,-261.870820797092,100,31.820224778065178,0.265871524810791,-0.010738406,1082.439331293106,-86.67337022485071,4.83818244934082,8.452759504318237,2.4414062e-08
126,1270000,0.09524726867675781,8.036412239074707,11.263000333369892,3.051586627960205,-108.73415952201482,-188.7484876677976,100,34.87454561396325,0.24873638153076172,-0.013028058,1090.8381838798523,-78.10501839962988,4.737981081008911,8.380632162094116,1.2207031e-08
127,1280000,0.07515764236450195,8.071347951889038,11.392247055301702,3.112499713897705,-85.30980902760308,-266.926990766413,100,57.503778008939385,0.2584517002105713,-0.014531183,1099.258751153946,-64.6648531039089,4.708968639373779,8.40517544746399,1.8310548e-08
128,1290000,0.06986355781555176,8.172358274459839,10.30950041376641,3.0758373737335205,-65.00664746753537,-265.94723897910137,100,46.047460935426,0.26567888259887695,-0.011646679,1107.7858147621155,-55.643503480340534,4.8440210819244385,8.508129596710205,2.1362304e-08
129,1300000,0.06925749778747559,8.117384672164917,10.888274765835895,3.1079320907592773,-47.577669383850264,-239.04177722088662,100,38.644420121108766,0.2526531219482422,-0.0224895,1116.242416381836,-46.93083416109595,4.7623021602630615,8.43952202796936,-1.525879e-08
130,1310000,0.05448412895202637,8.043654680252075,11.431222727886166,3.108424186706543,-26.85559841410316,-260.59953910710726,100,53.91243984583858,0.263993501663208,-0.007589014,1124.6205985546112,-33.64068398933609,4.693448066711426,8.362365245819092,0.0013527741
131,1320000,0.07692480087280273,8.154276847839355,10.022719629913635,3.2044801712036133,-22.123565047582655,-261.49358122941163,100,58.15614506962131,0.26157355308532715,-0.016817987,1133.1295421123505,-30.474353697514058,4.703661203384399,8.493009567260742,-4.8828124e-08
132,1330000,0.0701756477355957,8.25698471069336,10.44233254187753,3.1817822456359863,-35.21859050208935,-256.8574555984195,100,52.64549872146431,0.26173996925354004,-0.0058213198,1141.736289024353,-32.66609169051395,4.811108589172363,8.589127779006958,-6.0394286e-05
133,1340000,0.06823921203613281,8.231601476669312,6.372160149199114,3.1393187046051025,-19.84395115607522,-166.2736939696173,100,32.684088806116364,0.2578117847442627,-0.03192323,1150.3110845088959,-22.597064718896345,4.842558860778809,8.557896375656128,-0.0018687622
134,1350000,0.03732919692993164,8.115915060043335,59.247362915017966,3.1752495765686035,-64.67355602609514,-266.8732642157769,100,54.5339073051203,0.26560521125793457,-0.027707532,1158.74879860878,-42.22460621326868,4.694352865219116,8.41906189918518,1.8310548e-08
135,1360000,0.036776065826416016,8.244196653366089,6.008120021817882,3.1975510120391846,-52.41361565736049,-173.5024663026063,100,33.88542483753601,0.2783386707305908,-0.013581166,1167.3264472484589,-35.54472156274165,4.796494722366333,8.559563159942627,2.0599366e-08
136,1370000,0.037650108337402344,8.254685640335083,3.3414554285691604,3.1472740173339844,-21.993408926540088,-120.88114413528926,100,24.590649915299473,0.2651407718658447,-0.019682247,1175.901422739029,-21.293504058896307,4.8631751537323,8.557734489440918,-1.8310548e-08
137,1380000,0.07865571975708008,8.188506126403809,6.028794144381547,3.1466617584228516,-6.563663888401246,-92.13926328547547,100,17.820944608205785,0.2539513111114502,-0.027092144,1184.439799785614,-17.242094758342006,4.798753261566162,8.521351099014282,-3.0517577e-09
138,1390000,0.03889870643615723,8.059076309204102,6.486991212505035,3.1223113536834717,-5.023229333599465,-89.73349659098925,100,24.491176884287267,0.2653045654296875,-0.0073995497,1192.8219192028046,-21.86838410414621,4.688014268875122,8.363521337509155,-6.446838e-08
139,1400000,0.048454999923706055,8.132996797561646,5.9243300760943445,3.170725107192993,0.5985804802355519,-80.95384319783534,100,20.90167861829635,0.26192378997802734,-0.02031276,1201.2854187488556,-19.779164067460428,4.715612411499023,8.445176124572754,-3.051758e-08
140,1410000,0.06879019737243652,8.20815372467041,-2.2248717826056374,3.1826412677764893,-23.95876992283596,-157.90600302075094,100,22.00905225754221,0.2585148811340332,-0.017694037,1209.8379125595093,-25.861798597508074,4.77373743057251,8.5357346534729,-6.1035155e-09
141,1420000,0.06905245780944824,8.097360610961914,5.906746463625334,3.159029722213745,-25.578888490848623,-266.2625787043649,100,44.151362893700465,0.2545626163482666,-0.017636072,1218.2764666080475,-26.71351436953175,4.693480491638184,8.421233892440796,1.5258789e-09
142,1430000,0.08206558227539062,8.265011548995972,10.21453206967999,3.1622958183288574,-4.700804619298421,-263.05049085107066,100,43.647550644528515,0.24829626083374023,-0.010792469,1226.8904614448547,-20.314124829381285,4.848018407821655,8.595619678497314,3.089905e-08
143,1440000,0.07407879829406738,8.231343507766724,11.729334425114594,3.176701068878174,-7.557534936394165,-257.560511660461,100,34.84284524596867,0.25345849990844727,-0.008076343,1235.4677357673645,-23.95979559160506,4.8029255867004395,8.55910849571228,3.051758e-08
144,1450000,0.050662994384765625,8.079998970031738,8.776301172797705,3.146909236907959,-30.798185951799827,-264.3752177800275,100,45.62689014550737,0.26360177993774414,-0.014311917,1243.8798332214355,-34.29142246719994,4.684109210968018,8.394500732421875,-3.0517577e-09
145,1460000,0.05535602569580078,8.179978370666504,11.104519340111677,3.198909282684326,-6.819664522463413,-150.27233336705095,100,31.158573143669656,0.24188494682312012,-0.024193129,1252.374277830124,-23.703584828449674,4.735055208206177,8.477437257766724,2.4032593e-08
146,1470000,0.04283452033996582,8.00386905670166,11.071509036241526,3.0618979930877686,-2.4250977043361224,-256.5360384491557,100,37.12421810556494,0.27353930473327637,-0.04557803,1260.7126369476318,-20.528506258014442,4.702436447143555,8.320523977279663,3.0517577e-09
147,1480000,0.039351463317871094,8.130022525787354,8.137884711529285,3.1621618270874023,-11.45395151735221,-264.595792674618,100,38.794197683090985,0.27174973487854004,-0.011936694,1269.1708998680115,-21.819563483641936,4.726203441619873,8.44137692451477,2.4414062e-08
148,1490000,0.05266571044921875,8.118453741073608,10.383827390191048,3.1307599544525146,-22.037439336538128,-255.31196876762638,100,41.944111489111016,0.26596641540527344,-0.025009332,1277.623724937439,-24.702785038815207,4.745042085647583,8.43730640411377,-1.0490417e-08
149,1500000,0.03752279281616211,8.171596765518188,9.739667371236585,3.1476519107818604,-7.9546090008839005,-262.61369215122403,100,38.041524704111794,0.26670408248901367,-0.0025181733,1286.1173946857452,-19.27677039883938,4.764076232910156,8.47605276107788,-3.5095216e-08
150,1510000,0.06562304496765137,8.117754459381104,10.50984877349692,3.139899253845215,-14.938100889141467,-259.6101664330898,100,32.78031721588586,0.25686216354370117,-0.024288494,1294.5769345760345,-20.923035917085073,4.727025032043457,8.440478324890137,-1.2207031e-08
151,1520000,0.06783032417297363,8.048010349273682,10.481912140265933,3.152327537536621,-19.32998397108494,-262.4472217217806,100,38.0908110440658,0.2370147705078125,-0.03642162,1302.9472739696503,-21.274954368740282,4.6377153396606445,8.353113412857056,3.0517577e-09
152,1530000,0.06627750396728516,8.280481100082397,9.166277160994094,3.1870338916778564,-16.30576247067789,-264.63547246167457,100,36.38488211517551,0.25850367546081543,-0.048397347,1311.5709865093231,-20.627795610924377,4.848518133163452,8.605493307113647,-1.525879e-08
153,1540000,0.09473013877868652,8.001564264297485,11.1157452282542,3.1066439151763916,-16.70332951643764,-166.19671673357482,100,36.4189785643514,0.3390982151031494,-0.12904659,1320.0216655731201,-22.098590191663238,4.652084589004517,8.4356369972229,3.2043456e-08
154,1550000,0.0678706169128418,8.092772006988525,11.493984757684983,3.1217079162597656,-7.081199061995013,-257.5190622175686,100,42.08706442830623,0.27762627601623535,-0.039891332,1328.47718167305,-18.699865209246877,4.709789752960205,8.438505172729492,-4.8828124e-08
155,1560000,0.06905937194824219,8.08755111694336,12.160319978848953,3.0945987701416016,-14.370604240155826,-261.29552079322247,100,55.86177672462706,0.25630998611450195,-0.17611997,1336.907547712326,-22.053306042210362,4.752657175064087,8.413165807723999,2.1362304e-08
156,1570000,0.03794527053833008,8.143319845199585,12.774552186651006,3.159221649169922,8.690355822743225,-115.44411044642752,100,16.15756292426899,0.26233959197998047,-0.075242445,1345.3724365234375,-8.065775590952613,4.740007400512695,8.443838596343994,-6.1035155e-09
157,1580000,0.07912611961364746,8.059125423431396,0.6763512814398205,3.1336569786071777,-34.25071117504176,-194.7930032466868,100,28.070072294352247,0.35772204399108887,0.01869867,1353.887232542038,-23.360009364728597,4.676921367645264,8.49624252319336,-3.0517577e-09
158,1590000,0.08023452758789062,8.195136547088623,-61.872939866611084,3.317810297012329,-191.37173506673082,-107.43307007229072,100,10.193632693529032,0.37371349334716797,-0.27076918,1362.5557763576508,-89.5877258679704,4.633146047592163,8.649296283721924,-3.051758e-08
159,1600000,0.1058506965637207,8.207456827163696,-75.62680405306727,3.30342435836792,-208.21114666047484,-211.67280436429604,100,15.593963451303862,0.3221595287322998,-0.535321,1371.2093954086304,-97.02096300436595,4.648170709609985,8.635685920715332,7.629395e-09
160,1610000,0.11507010459899902,8.11268401145935,-37.90977701765737,3.274963617324829,-180.1500609101408,-125.20789734177328,100,16.007293435509045,0.3363986015319824,-0.007969336,1379.7910845279694,-85.16522797100926,4.5929131507873535,8.564396619796753,6.1035155e-09
161,1620000,0.042981624603271484,8.332104444503784,-29.13049557876321,3.2729122638702393,-178.99261581690527,-168.54892632450122,100,20.410078884070433,0.37557029724121094,-0.040146325,1388.5602900981903,-83.16067253902554,4.800431251525879,8.75087285041809,9.155274e-09
162,1630000,0.07263422012329102,7.9637861251831055,-17.029801034582427,3.1969950199127197,-177.92732734320415,-138.83280443489733,100,17.1851831321502,0.33336591720581055,-0.012727382,1396.9521753787994,-81.46481523060982,4.512840509414673,8.370035886764526,-2.746582e-08
163,1640000,0.0732111930847168,8.122627258300781,-41.75489418431203,3.210127830505371,-187.130197867015,-141.55736227069534,100,22.928569319667083,0.2709338665008545,-0.017849041,1405.4387969970703,-84.53041738767142,4.672187089920044,8.467041969299316,5.531311e-09
164,1650000,0.07028961181640625,8.09951901435852,-42.899605191044124,3.1899077892303467,-190.31747561549207,-140.54725523928795,100,20.12650546949788,0.25102663040161133,-0.0275344,1413.887097120285,-85.40099630183039,4.667144775390625,8.421114444732666,-9.155274e-09
165,1660000,0.037004709243774414,8.396172046661377,-22.50943876279483,3.294175148010254,-178.54015791701167,-140.3969427400143,100,17.597665594690845,0.27634215354919434,-0.03318232,1422.6139643192291,-79.75048868925063,4.855535268783569,8.709739685058594,-0.0015926514
166,1670000,0.0396575927734375,8.182947635650635,-24.43854775262694,3.1957671642303467,-176.44289065497466,-138.8324848519558,100,14.737180355269995,0.2781198024749756,-0.023318944,1431.1315433979034,-78.99954562727356,4.743227481842041,8.50098967552185,-0.0025153686
167,1680000,0.06930017471313477,8.212599039077759,-28.777180123909723,3.243236780166626,-176.13269288397953,-141.08778459350324,100,22.43709138548956,0.25858640670776367,-0.003876413,1439.6898052692413,-79.64933503551578,4.703571796417236,8.540706157684326,-2.4414062e-08
168,1690000,0.10385394096374512,7.988093852996826,-12.705065336754526,3.178179979324341,-166.42146481516863,-142.1686956665864,100,23.938478625216867,0.4278240203857422,-0.027872168,1448.2577104568481,-75.557930219279,4.572453737258911,8.52003026008606,-1.4972686e-08
169,1700000,0.03549528121948242,8.090885877609253,-15.528928064609588,3.165524959564209,-157.84511787997258,-136.82697810581882,100,17.050613263384584,0.37827563285827637,-0.0071500307,1456.7821776866913,-71.05185838952248,4.684633493423462,8.50489354133606,3.6621095e-08
170,1710000,0.06671833992004395,8.017714023590088,-35.20195903442181,3.172987937927246,-155.80709380057385,-136.93837511278815,100,16.73175636277747,0.3760063648223877,-0.012322238,1465.2909924983978,-67.80287434634815,4.598203897476196,8.460727214813232,-2.89917e-08
171,1720000,0.06593704223632812,8.03332781791687,-6.400556936827899,3.188044548034668,-140.92773462014154,-127.53776315102759,100,17.36364072963689,0.33707237243652344,-0.045048065,1473.754494190216,-61.43194436434642,4.604093551635742,8.436601638793945,-9.155274e-09
172,1730000,0.04483675956726074,8.122704029083252,-29.325230241464585,3.2050561904907227,-127.0504555612373,-149.9341342877984,100,15.279137018789491,0.3198051452636719,-0.034185417,1482.2647697925568,-54.55809951484074,4.670053482055664,8.4882652759552,2.89917e-08
173,1740000,0.03940629959106445,8.162612438201904,38.77097594577376,3.2336273193359375,-186.74480562250193,-101.73098919991526,100,19.522637121674144,0.2882406711578369,-0.22558919,1490.7753353118896,-75.68492996918334,4.687365770339966,8.492083549499512,3.6621095e-08
174,1750000,0.03557229042053223,8.27468228340149,32.15205821452427,3.295023202896118,-148.027785418665,-99.11964666222431,100,33.31342259974486,0.354778528213501,-0.017229056,1499.4660489559174,-59.359413126696346,4.733693599700928,8.665269136428833,-9.727478e-09
