train-AverageDiscountedReturn,train-MaxReturn,Time-Sampling,Time-SampleProc,train-PolicyExecTime,n_timesteps,Itr,LossBefore,ItrTime,Time-Optimization,train-EnvExecTime,train-MinReturn,train-NumTrajs,LossAfter,train-AverageReturn,train-StdReturn,Time
2.888745632167547,4.813937819863957,91.94473195075989,0.021872997283935547,87.80986857414246,220000,21,0.017137522,94.14327502250671,2.1752817630767822,3.691131591796875,-8.963165760356954,100,-0.304934,0.8221866657775488,2.527699084470552,2575.066568851471
-1.148508336958293,4.531450428312912,90.50232315063477,0.018728971481323242,86.45699286460876,230000,22,0.008385486,92.9167230129242,2.395158052444458,3.6250619888305664,-10.431116419200883,100,-0.41169903,-0.4069325368060096,2.5050112440201966,2668.004600763321
-4.127532422143109,2.8375970521322027,91.90881204605103,0.01875782012939453,87.7766478061676,240000,23,-0.011784253,94.36433100700378,2.436401844024658,3.7165632247924805,-10.081739476555288,100,-0.5921301,-1.457928740726024,2.5091618863914142,2762.389711856842
-3.0133188213144546,8.462699943887387,92.54193902015686,0.021233081817626953,88.19512009620667,250000,24,-0.0036642822,94.78676795959473,2.2219481468200684,3.927732467651367,-8.392027602230195,100,-0.5945285,-1.0077026338659598,2.18205590806289,2857.1970999240875
-3.7806079923633127,10.491591150444368,91.71594405174255,0.17876410484313965,87.46695375442505,260000,25,0.0047985595,94.01088118553162,2.0968289375305176,3.821259021759033,-13.486664739971035,100,-0.60962117,-1.2122355832244556,2.685454516612372,2951.230435848236
-2.3930155838631433,4.221767919851639,93.44965410232544,0.16724777221679688,89.31225085258484,270000,26,0.010122684,95.89526510238647,2.2763500213623047,3.708656072616577,-5.933923519051075,100,-0.883833,-0.6248913374581371,2.0401338522540033,3047.146010875702
-3.5282657637152726,3.389076776213633,93.72107315063477,0.020576000213623047,89.51006889343262,280000,27,-0.01012749,95.86143589019775,2.1183459758758545,3.7708520889282227,-7.419010944015786,100,-1.0429299,-1.1566737671824021,2.299794177233799,3143.028623819351
-4.455045509060442,4.224079356060056,100.34206199645996,0.023852825164794922,96.14855718612671,290000,28,-0.013226691,102.56384682655334,2.19635272026062,3.7666642665863037,-14.031767615226364,100,-1.1277709,-1.7463860660282982,2.8116044310954327,3245.619535923004
-2.7455205501686364,3.6443842845739405,92.10574674606323,0.02027416229248047,87.96567893028259,300000,29,-0.006110675,94.58121395111084,2.4538543224334717,3.7197201251983643,-5.623583217934129,100,-1.2790589,-0.9946496495922278,2.0242493193978923,3340.343740940094
-1.8410622172099278,4.4446286674252775,94.21665096282959,0.02029895782470703,90.07509350776672,310000,30,-0.0011652618,96.46299386024475,2.2246718406677246,3.72088360786438,-7.954804209825383,100,-0.9377367,-0.8118023694833684,2.4423961823805307,3436.8283989429474
-5.01483059879019,5.205837217890002,90.4143009185791,0.01976490020751953,86.30757117271423,320000,31,0.012683252,92.7099540233612,2.2743430137634277,3.692594528198242,-13.540153093763989,100,-0.6857493,-2.344852896923559,3.624601456745432,3529.559289932251
-2.478554662271529,4.427039024670928,91.29592394828796,0.02014780044555664,87.12945342063904,330000,32,-0.009797778,94.17065095901489,2.8530449867248535,3.7451632022857666,-11.29813834076798,100,-0.62329656,-1.1097311690981824,3.2972174001990338,3623.7504448890686
0.9931633675202519,5.240745036420769,91.09723281860352,0.023794889450073242,86.99480247497559,340000,33,0.0014244873,94.21883273124695,3.0974369049072266,3.679170608520508,-5.474008725735715,100,-0.45679882,0.027167767138392716,2.2111533362800233,3717.9906780719757
3.948429852161067,4.589169119801268,93.45155096054077,0.01912999153137207,89.306640625,350000,34,-0.0035257568,96.04327583312988,2.5710909366607666,3.684955596923828,-3.9955448252585555,100,-0.40931916,1.0115451800438988,1.37118970745869,3814.0540070533752
4.980263829983714,4.153412555046885,92.90201902389526,0.018743038177490234,88.82852220535278,360000,35,-0.0109541565,95.41957092285156,2.497420072555542,3.648094654083252,-3.237979376418722,100,-0.48136425,1.264566362685571,1.4119359475036974,3909.5008878707886
3.5528344457391228,6.140121209763483,96.47463202476501,0.028783082962036133,92.02885127067566,370000,36,-0.00096451415,98.74848103523254,2.2433230876922607,3.9564194679260254,-6.576248417664357,100,-0.27924523,0.7109547841878071,1.8298539681597676,4008.273593902588
2.8328236167570795,3.7434682840910454,94.67135620117188,0.020328998565673828,90.54990601539612,380000,37,-0.0026494507,97.06223797798157,2.3690779209136963,3.7022109031677246,-10.756870257390423,100,-0.21977517,0.43103810197353243,2.0708031617989757,4105.364844083786
-0.13953251784674292,4.048972315382928,123.72997403144836,0.01797008514404297,119.56368827819824,390000,38,-0.0052396264,125.94228291511536,2.1845879554748535,3.7255666255950928,-14.404545268903897,100,-0.19486848,-1.0286149912917546,4.059251134135461,4231.329074859619
3.9465551008460347,4.842599659391087,91.83646368980408,0.02336406707763672,87.7827160358429,400000,39,0.0028475097,94.07961702346802,2.2193808555603027,3.600374221801758,-1.9278392872284933,100,-0.1145104,0.9431462617986831,1.3726279225739992,4325.430669784546
4.349864413949011,3.1278027782836917,92.13994598388672,0.021463871002197266,88.04781031608582,410000,40,0.008693305,94.30166983604431,2.139754056930542,3.6745197772979736,-1.2549938631107587,100,-0.11881076,0.9663747124581908,1.134912143116297,4419.798052787781
4.878637574380571,4.5813754544388345,93.24869203567505,0.01854681968688965,89.16355752944946,420000,41,-0.014794324,95.61729788780212,2.3496320247650146,3.6567132472991943,-1.7505618008140549,100,-0.114547476,1.282476430225715,1.369531493576907,4515.438552856445
4.031121466267823,4.4786938287525775,91.47463512420654,0.01997089385986328,87.39658498764038,430000,42,0.006958258,93.7077739238739,2.212554931640625,3.6259610652923584,-1.6943304967369182,100,-0.062016346,0.8989753925402644,1.4558872578704347,4609.167108774185
4.189215007433874,4.12976339388733,92.85236191749573,0.01969623565673828,88.71393299102783,440000,43,0.0029209352,95.01092004776001,2.138472080230713,3.702761650085449,-1.2722891123248998,100,-0.06564677,0.975345110647735,1.2308314402850837,4704.199449777603
4.878591040333629,6.448137552175803,91.36163902282715,0.01936793327331543,87.3143367767334,450000,44,0.023841485,93.49374794960022,2.1123669147491455,3.6269702911376953,-1.5136999598851077,100,-0.034661733,1.2742633433894865,1.3636032064928345,4797.715473890305
3.8116634733091272,3.3385929005509487,91.55763721466064,0.03171896934509277,87.4722785949707,460000,45,-0.009755993,93.82646918296814,2.235830068588257,3.6695125102996826,-1.792668588720661,100,-0.06912797,0.8422866655482042,1.2261757762322807,4891.562213897705
3.8614082822049727,4.543283307176145,93.12115097045898,0.01954817771911621,89.12215971946716,470000,46,0.016490845,95.45265293121338,2.3112943172454834,3.5814597606658936,-1.9082810690540786,100,-0.052347906,0.8112859718726013,1.4872910182400463,4987.035573959351
4.527010106389252,4.34863245091137,90.653813123703,0.019316911697387695,86.64402651786804,480000,47,0.0025222625,92.85339522361755,2.1789209842681885,3.58492374420166,-2.3216124923860915,100,-0.03482217,1.0966506336654447,1.3043023932133642,5079.9101231098175
