train-AverageReturn,train-PolicyExecTime,LossBefore,Time-Sampling,Time-Optimization,train-MaxReturn,Time,train-StdReturn,ItrTime,Itr,LossAfter,n_timesteps,Time-SampleProc,train-MinReturn,train-EnvExecTime,train-AverageDiscountedReturn,train-NumTrajs
-44.733477929441875,26.445311546325684,0.022172607,30.874446153640747,1.6491079330444336,102.34258697839265,922.1875150203705,45.47921006757804,32.54566407203674,27,-3.254748,280000,0.02046489715576172,-159.52026520838683,3.9943737983703613,-76.08909793889813,100
-39.63011995362,21.07657265663147,-0.017138671,25.174454927444458,1.6079328060150146,99.77423837583011,949.0108139514923,44.044085733845776,26.801707983016968,28,-8.291407,290000,0.01890397071838379,-133.50403421587816,3.6854727268218994,-71.30157295563825,100
-26.802277955614308,20.46346354484558,-0.017266333,24.5229229927063,1.578791856765747,105.44408360693623,975.1540250778198,40.362171228027144,26.121893167495728,29,-2.3087962,300000,0.019807100296020508,-106.90839793533779,3.6335108280181885,-54.06275859981196,100
-32.678616571201374,22.643569707870483,-0.016641553,26.83999490737915,1.6262600421905518,94.31525991909707,1003.6633450984955,38.70834688604465,28.48819398880005,30,-2.0256171,310000,0.020628929138183594,-126.16897755357593,3.7788476943969727,-63.02797588253027,100
-37.29234290111631,20.79429578781128,0.006972168,25.03744411468506,1.666114091873169,43.32989559585358,1030.4105560779572,30.500760714449243,26.72551703453064,31,-3.588171,320000,0.0205690860748291,-129.80527077155048,3.8274855613708496,-68.7668140490432,100
-34.9173543678775,20.91043448448181,0.029548096,25.076808214187622,1.4383668899536133,98.46489819259153,1056.973981142044,32.741291575119284,26.5417959690094,32,-2.8734255,330000,0.020987272262573242,-150.38941458638834,3.747561454772949,-64.53517844374308,100
-41.99103481507865,20.85344123840332,0.010384399,24.99275016784668,1.5943512916564941,114.41409302285255,1083.6028628349304,37.61816398037699,26.60716700553894,33,-2.8226125,340000,0.01965498924255371,-156.38878989216778,3.7223281860351562,-74.8822107736797,100
-41.21621709238253,20.997309684753418,-0.04725149,25.198760986328125,1.6170361042022705,61.35526970407074,1110.4619679450989,28.916423421293295,26.837034940719604,34,-3.1688442,350000,0.020882129669189453,-123.69303053535953,3.7471718788146973,-74.24865458484534,100
-42.06926817386611,20.914754390716553,0.0060845213,25.001774072647095,1.6129658222198486,120.01206298562299,1137.1183969974518,39.52825261345713,26.63565993309021,35,-2.6741848,360000,0.02023601531982422,-145.9925437325473,3.6734540462493896,-72.47808128314408,100
-40.6527402359417,21.310453414916992,0.04907798,25.491274118423462,1.6290521621704102,60.45591889544423,1164.2816588878632,32.94115568718817,27.142041206359863,36,-13.319042,370000,0.02032470703125,-129.00303978267183,3.747668981552124,-70.06886526336973,100
-56.45052612403921,19.651437997817993,0.0061815064,23.961175203323364,2.1902520656585693,34.713303894633,1190.4752740859985,25.50562433132985,26.171806812286377,37,-18.149506,380000,0.019659996032714844,-136.15247894086747,3.8890304565429688,-94.87397036516575,100
-62.76090985038673,20.092129945755005,-0.033836156,24.38303804397583,1.622542142868042,-14.750528790290044,1216.5227270126343,13.040126051158449,26.026243209838867,38,-20.57008,390000,0.01935601234436035,-164.21940865792956,3.8806068897247314,-106.65510419997194,100
-64.61802559930679,21.1755952835083,0.01354848,25.663286924362183,1.607917070388794,-56.368033003400896,1243.836580991745,11.481735517596077,27.292112112045288,39,-40.92437,400000,0.019450902938842773,-127.59546594143114,4.0656821727752686,-109.76293683108379,100
-61.66022248440612,20.904614448547363,0.015852667,25.385390996932983,1.6054668426513672,-58.941090896178444,1270.872787952423,1.133198437369222,27.01515293121338,40,-38.936787,410000,0.020348072052001953,-64.56234094515548,4.050471067428589,-105.69025884970026,100
-61.48203009546802,20.91415238380432,-0.00020697022,25.369873762130737,1.6202869415283203,-20.55436173825964,1297.9071419239044,5.089610452772271,27.013349294662476,41,-126.8247,420000,0.022719860076904297,-79.00070020227214,4.0260009765625,-105.3248196516889,100
-237.08716530219397,20.95760941505432,-0.009093677,25.137409925460815,1.589883804321289,-143.53335105465038,1324.6754138469696,25.72631972142147,26.747092962265015,42,1.4981531,430000,0.01937580108642578,-287.87310199247304,3.7587509155273438,-436.1005122139358,100
-237.46414420629492,20.64399528503418,0.008730291,24.66803812980652,1.5948479175567627,-165.9827973526454,1350.9842009544373,24.30827594958714,26.28768801689148,43,-0.0061960877,440000,0.024477243423461914,-292.321665840524,3.6015007495880127,-436.48059534049554,100
-240.2422086962255,21.062268018722534,0.021042865,25.109993934631348,1.609098196029663,-184.87693155885876,1377.7557768821716,22.5754943143228,26.750839233398438,44,0.006429474,450000,0.03136086463928223,-284.6887284432143,3.6317200660705566,-439.75732919632486,100
