Itr,train-EnvExecTime,train-PolicyExecTime,Time,train-NumTrajs,Time-Sampling,train-AverageReturn,train-MinReturn,ItrTime,LossAfter,n_timesteps,Time-Optimization,LossBefore,train-StdReturn,Time-SampleProc,train-AverageDiscountedReturn,train-MaxReturn
230,4.4489617347717285,74.61627888679504,32479.879547834396,100,79.4651231765747,152.46258528726563,144.30756844361142,81.58411478996277,-10.723505,2310000,2.0987982749938965,0.005295131,5.119502771544844,0.018486976623535156,256.42300966086077,162.81500081007303
231,4.422278642654419,74.44183325767517,32561.928517103195,100,79.25818705558777,155.82005065855157,143.81218007810335,82.02747178077698,-6.2575884,2320000,2.728282928466797,-0.0021701378,5.152081607285197,0.018938064575195312,264.3220341867507,163.96222128414016
232,4.4778642654418945,73.07270097732544,32642.007677793503,100,77.94777202606201,157.41959716194228,147.3734572108598,80.05912613868713,-11.080115,2330000,2.091048002243042,-0.019245844,3.2372701561672463,0.019963741302490234,267.85475272584097,162.8261094076891
233,4.412081480026245,71.2299816608429,32720.279556035995,100,76.08137798309326,157.22993069945292,147.16997875454257,78.24879193305969,-10.849998,2340000,2.1477859020233154,-0.007244487,3.4978352260399097,0.019156455993652344,267.4667102185896,162.2296675830107
234,4.4006078243255615,74.88743233680725,32802.08748292923,100,79.68698215484619,157.8698501474663,147.00477838732743,81.7899489402771,-10.527538,2350000,2.0770390033721924,0.017944917,2.7914513282438542,0.024658203125,269.10973436315487,161.81417466633744
235,4.377375364303589,72.65940427780151,32881.62401199341,100,77.43349814414978,158.17699946811078,149.0144450149661,79.51548099517822,-10.035025,2360000,2.061375141143799,-0.016711643,2.814397764129749,0.019205093383789062,269.6923752704742,163.65848846408036
236,4.381875991821289,72.68783664703369,32961.20325303078,100,77.46649599075317,156.89014785974425,147.8938849891743,79.55860924720764,-9.876092,2370000,2.071983814239502,-0.014739233,3.16806064108871,0.018775224685668945,266.6050420371922,162.52093212861982
237,4.485562086105347,66.02862858772278,33034.43841004372,100,70.91406202316284,157.79420171085906,149.5250120511236,73.2135579586029,-9.426544,2380000,2.272390127182007,-0.0020738465,2.782507306870326,0.025597095489501953,268.83694558853387,163.21063209576639
238,4.412031412124634,61.32282876968384,33102.944549798965,100,66.14254093170166,156.4911857209062,147.40935623038217,68.4850926399231,-9.111837,2390000,2.2128350734710693,0.0046337657,3.110358017736125,0.12932825088500977,265.6194550012123,162.8174050211832
239,4.4699623584747314,59.875303506851196,33170.11216211319,100,64.74977898597717,156.19643975028418,149.65254093465245,67.14702725410461,-8.845303,2400000,2.3776979446411133,-0.0036182033,3.0037257680678486,0.01919698715209961,264.94087392914366,161.93708798537608
240,4.418604850769043,61.56987285614014,33238.84058380127,100,66.38460898399353,156.25417713338697,149.37332558677525,68.70613408088684,-8.4971,2410000,2.302692174911499,0.009178938,3.3613960552622735,0.018474102020263672,265.109952154379,163.63522221411276
241,4.384739637374878,60.408976316452026,33306.630240917206,100,65.21432399749756,156.40893475541827,149.94208945057088,67.76898527145386,-8.3541565,2420000,2.4735679626464844,-0.00740728,3.0819824635352955,0.08076214790344238,265.3797728315539,162.70668112856342
242,4.443873405456543,61.29670214653015,33374.823977947235,100,66.13652205467224,156.04616025057027,147.41939859525542,68.17323207855225,-8.099393,2430000,2.0161631107330322,0.008969461,3.374571665820403,0.018642187118530273,264.617007719352,163.4555520105181
243,4.48520565032959,62.01007390022278,33443.96663594246,100,66.89532780647278,155.5842381975807,148.86591277705526,69.12011790275574,-7.972147,2440000,2.2053000926971436,-0.012610137,2.979737952030198,0.018873929977416992,263.43605233539563,162.89577068146272
244,4.459322214126587,61.02558183670044,33512.398345947266,100,65.88487911224365,155.08388927124275,144.24818392806043,68.40878891944885,-7.972497,2450000,2.5049121379852295,-0.001977063,3.743801110409972,0.01865100860595703,262.19544275072616,170.20421781767308
245,4.380185604095459,61.022995710372925,33580.504344940186,100,65.79908919334412,155.81098266266952,148.47013753609778,68.08547902107239,-7.749211,2460000,2.266450881958008,0.015407001,3.2617959936925507,0.019516944885253906,263.7666862549638,165.35345740466184
246,4.514152765274048,62.09982347488403,33649.82987785339,100,67.01412320137024,156.09573437753536,146.10382016909378,69.30466818809509,-7.8342204,2470000,2.270205020904541,0.005909108,3.8054894713505174,0.01865410804748535,264.23679040998616,167.026468360898
247,4.401894807815552,61.592130184173584,33718.55290007591,100,66.39449977874756,158.52827307292884,150.0441544197148,68.70264673233032,-5.001096,2480000,2.2882628440856934,0.016179038,5.869021201172775,0.019379854202270508,269.4155014142824,176.98850514433232
248,4.424889087677002,60.77924728393555,33786.20912885666,100,65.60118818283081,156.99771536514947,147.64158180306913,67.63457322120667,-0.6968604,2490000,2.0139451026916504,-0.00021239815,5.071716668739563,0.0190889835357666,266.3954582566525,172.79530430200901
249,4.4525146484375,62.18929314613342,33855.43411397934,100,67.0796070098877,154.6662641849562,144.69488075166277,69.20351529121399,-6.1889844,2500000,2.104719877243042,-0.012057349,3.818054882307374,0.01855015754699707,261.8404384251354,161.72746400981012
250,4.396317958831787,60.58554220199585,33924.16300702095,100,65.3867678642273,152.4205132203414,144.0081536645734,68.70743298530579,-7.8747306,2510000,3.270739793777466,-0.007190481,3.753818260052087,0.049514055252075195,256.72529784537403,160.77081833441005
251,4.3979411125183105,61.40363526344299,33992.70030593872,100,66.20192790031433,153.2386077118629,145.89211195449732,68.51757287979126,-6.346751,2520000,2.295383930206299,0.008013221,3.2799510719783895,0.018980741500854492,258.7995186475011,159.39968776360035
252,4.471522092819214,62.27711224555969,34062.144481897354,100,67.14744114875793,152.54742846529652,143.1770093483005,69.42338418960571,-5.7272906,2530000,2.2563540935516357,-0.003407054,3.733249217442128,0.01812601089477539,257.1057442623967,162.2744192273873
253,4.390300989151001,61.181612730026245,34130.47783899307,100,65.97415018081665,152.05761288681725,142.6389743818498,68.31214594841003,-5.4173913,2540000,2.3166041374206543,-0.012184538,3.705070499301616,0.01676011085510254,255.80155862104456,158.4967366641339
254,4.382077693939209,60.09843420982361,34197.6876411438,100,64.89189195632935,152.22986080099489,143.20786878537845,67.18849420547485,-5.0651836,2550000,2.2793452739715576,0.009422383,4.007996997173893,0.016952037811279297,256.35556445527976,159.47828115872414
255,4.436368227005005,62.495190143585205,34267.107306957245,100,67.33268308639526,152.35215968030658,146.97390526817537,69.39772987365723,-4.7283883,2560000,2.0437560081481934,-0.018025428,3.3568628456618272,0.018538713455200195,256.6186406287472,158.12270043501735
256,4.492102384567261,64.68408799171448,34339.105379104614,100,69.5825879573822,152.26411369692462,144.70492057377726,71.97590923309326,-4.375677,2570000,2.3735780715942383,0.002722683,3.549909508380824,0.01839470863342285,256.41476807903524,162.39133107596112
257,4.4599244594573975,62.86661624908447,34409.24209690094,100,67.7260422706604,151.59542611900852,144.38706600162962,70.11249494552612,-4.0473924,2580000,2.367598056793213,-0.009141835,3.193061779988752,0.018458127975463867,254.7379258090732,158.45337575537485
258,4.492962837219238,61.06575632095337,34477.61889100075,100,65.9611988067627,152.07977142389834,143.5070258219821,68.35701084136963,-3.7561667,2590000,2.374929189682007,-0.023441754,3.8513976704197748,0.018658876419067383,255.88227528915823,162.4485009889304
259,4.428820848464966,62.42621636390686,34547.08808493614,100,67.25372219085693,151.98932758119824,144.21174465560202,69.4486870765686,-3.5144687,2600000,2.175189971923828,-0.0021290742,3.356028202636101,0.018375158309936523,255.7441259245358,159.09435379325848
260,4.3639020919799805,61.28262114524841,34615.754986047745,100,66.04279613494873,152.74997916167408,144.31523511035854,68.64590120315552,-3.2931101,2610000,2.5829930305480957,0.019740133,3.97328525647271,0.019627809524536133,257.565717021886,160.54434341562444
261,4.419144630432129,59.995670557022095,34682.690121889114,100,64.8180480003357,152.501658318988,146.25365781579927,66.91439890861511,-3.1820848,2620000,2.0758581161499023,-0.0002831749,3.942294549553441,0.020122051239013672,256.835068864634,161.8977463686677
262,4.414212703704834,62.192795753479004,34751.791049957275,100,67.00642108917236,152.77747147879356,143.50272606386878,69.0801191329956,-3.016368,2630000,2.0538477897644043,-0.024931336,4.172016717411062,0.01949906349182129,257.5093583581056,162.94501612229445
263,4.398951530456543,62.11776375770569,34821.09281897545,100,66.91235280036926,152.64005664930747,143.7921120834951,69.28031897544861,-2.7652745,2640000,2.334961175918579,0.008544161,4.102446268673054,0.03229999542236328,257.16241925186284,161.2295551607108
264,4.4632110595703125,60.82133650779724,34889.06706881523,100,65.68310213088989,153.34651312000682,143.86145157092753,67.95107412338257,-2.6163821,2650000,2.2471091747283936,-0.015035338,4.021920950088346,0.019565105438232422,258.84773659952805,163.19332093611987
265,4.435952425003052,60.75518345832825,34957.34245991707,100,65.60458707809448,152.47560451387636,143.839722065523,68.25386190414429,-2.4965968,2660000,2.6057562828063965,-0.0012498001,4.02059694276556,0.043103933334350586,256.78938192423857,160.7052590673358
266,4.36937403678894,61.135631799697876,35025.70444583893,100,65.91078686714172,152.93204168898464,143.95240001501543,68.31833100318909,-2.3368013,2670000,2.38840913772583,0.010433532,4.039152323015673,0.018594026565551758,257.8546759442188,161.80606382523658
267,4.39563512802124,59.60609793663025,35092.20030474663,100,64.41027092933655,153.24014659032372,145.79761035575382,66.47479510307312,-2.2961512,2680000,2.0423240661621094,0.0032361709,4.761681988894663,0.01882004737854004,258.49065476961044,162.47584033943764
268,4.495147228240967,66.99843120574951,35166.356123924255,100,71.92051672935486,153.81377160996297,144.31750823944645,74.13458585739136,-2.2033446,2690000,2.1943459510803223,-0.007094829,4.206483429891235,0.018327951431274414,259.7646165751366,162.62829561241878
269,4.367016553878784,61.952605962753296,35235.52327084541,100,66.71385526657104,153.8981962378471,144.105738222905,69.14524912834167,-2.0261502,2700000,2.4126999378204346,0.012816434,4.595497119708403,0.018249988555908203,259.96271134489655,162.34558972789728
270,4.432807207107544,59.66187143325806,35302.40907597542,100,64.49444389343262,153.44425701011363,143.49092084004565,66.86422300338745,-2.0544848,2710000,2.3509140014648438,0.0033563834,4.8145300297726195,0.018490314483642578,258.895919750153,163.65074551926327
271,4.43584132194519,60.776235818862915,35370.24464893341,100,65.6096580028534,153.43310056646146,142.92564239469147,67.81465196609497,-1.9484332,2720000,2.1841869354248047,0.0076203216,4.900040367301811,0.019464969635009766,258.81096031923704,163.02810832865578
272,4.3830742835998535,61.34725594520569,35438.93323111534,100,66.13644099235535,153.90312717525575,143.19166257180333,68.66740298271179,-1.8596296,2730000,2.509526014328003,0.004531331,4.917797647048264,0.019926071166992188,260.0077871752848,162.71350661107067
273,4.476359844207764,60.52495551109314,35506.758633852005,100,65.40066909790039,154.11559981390235,144.85831976582168,67.80370998382568,-1.7930754,2740000,2.384284257888794,0.003256202,4.103572189530238,0.01840686798095703,260.50829938117846,162.3446900465469
274,4.3999106884002686,66.47001051902771,35580.17519402504,100,71.26788806915283,154.83971811694408,143.658465475956,73.39595794677734,-1.8009003,2750000,2.107933282852173,0.02768411,4.4941554199043106,0.018861055374145508,262.2223296356313,162.33312108001974
275,4.410422086715698,62.1921706199646,35649.36175298691,100,67.00060486793518,154.32687354436703,142.75918593780486,69.16390490531921,-1.7360752,2760000,2.143855094909668,-0.01993011,4.617869303474025,0.018970012664794922,261.0399568727593,162.0990104977351
276,4.413245916366577,61.0051383972168,35718.02953290939,100,65.89056205749512,154.39876789741902,144.37676123736856,68.64678692817688,-1.6603817,2770000,2.7365572452545166,0.016029807,4.786572972085828,0.01926398277282715,261.15913895219916,162.78107721390023
277,4.470318555831909,61.71821475028992,35786.84949302673,100,66.59282183647156,154.11449358984117,143.5090574390579,68.79910087585449,-1.6175699,2780000,2.1871321201324463,0.013907306,4.90320640264703,0.018526315689086914,260.4886321744101,162.96306745659814
278,4.425101280212402,63.37118101119995,35857.254261016846,100,68.19565606117249,154.28780903450362,143.9301925539024,70.38234400749207,-1.7073016,2790000,2.1655139923095703,-0.02984812,4.924337458576024,0.019837141036987305,260.8450710481356,162.4860845418776
279,4.442575931549072,61.58201551437378,35926.09322595596,100,66.42166924476624,154.08998548190152,144.2773937902159,68.81749606132507,-1.6125914,2800000,2.3755719661712646,0.0041325088,4.622033327834387,0.018703937530517578,260.3724274473837,163.0350895262768
280,4.510295867919922,59.9917778968811,35993.54604887962,100,64.91391825675964,155.49885119424826,145.6867551327352,67.43090295791626,-1.592194,2810000,2.493825912475586,-0.007156224,4.29034523177335,0.021680116653442383,263.7442726706691,163.29296440873483
281,4.465889930725098,63.00242209434509,36063.82132792473,100,67.88536500930786,155.39457950050394,146.08486540469175,70.24963092803955,-1.570466,2820000,2.34566593170166,0.006288101,4.137025844722231,0.01729106903076172,263.5336094225047,163.5370302737971
282,4.4629902839660645,61.29076910018921,36132.585810899734,100,66.21376609802246,154.61541237563642,144.32734663184925,68.74216294288635,-1.5751151,2830000,2.5099151134490967,0.017546346,4.607497434476258,0.018113136291503906,261.7473379432402,162.91219894530263
283,5.49263858795166,75.44165253639221,36216.841381788254,100,81.3553729057312,155.17937189843613,146.60784514417864,84.23253202438354,-1.5285815,2840000,2.8234050273895264,-0.009663092,4.290874491807714,0.05309724807739258,263.0032620987378,162.28841852637166
284,5.317812204360962,77.21862268447876,36302.171093940735,100,83.00816988945007,154.82144276413226,144.04169191642927,85.27520704269409,-1.5157664,2850000,2.2380311489105225,-0.004867825,4.830409399202651,0.027528762817382812,262.03494175842036,162.9316076267322
285,5.028772592544556,55.51720094680786,36365.75250983238,100,61.01020526885986,154.58371063507323,143.85973092346973,63.55865716934204,-1.5157622,2860000,2.4308290481567383,0.011828912,4.925948617041192,0.022655963897705078,261.571233329497,162.4742492590333
286,4.846324682235718,50.96799421310425,36424.271564006805,100,56.27946209907532,155.88790211190462,145.76787602886193,58.49977898597717,-1.4660252,2870000,2.20133113861084,0.00866193,4.56700659469819,0.018626928329467773,264.6909323126234,163.3970772385457
287,4.783380508422852,51.72789263725281,36483.578063726425,100,56.952717781066895,154.21667309579382,144.56323971542366,59.286338806152344,-1.4951196,2880000,2.30837082862854,0.008071224,4.4736446231482025,0.02296280860900879,260.6271754036805,162.24299405176293
288,4.810352087020874,52.67598557472229,36543.728132009506,100,57.9604070186615,155.63643105486827,143.92571598708565,60.12834095954895,-1.4346755,2890000,2.145632028579712,0.016858846,4.833067353960647,0.020596981048583984,264.1029589097136,163.64111011654907
289,4.547054052352905,48.12375450134277,36599.13614487648,100,53.088111877441406,154.56877235230712,144.17538102474873,55.3850359916687,-1.4834207,2900000,2.2724790573120117,-0.008627079,4.273074741201896,0.022336959838867188,261.54946676286954,162.84618273282564
290,4.542243003845215,48.1596896648407,36654.501829862595,100,53.11460471153259,155.02209986973915,144.14808222190533,55.34484004974365,-1.4842172,2910000,2.208974838256836,-0.00013233033,4.574337318270971,0.01969599723815918,262.55850004688193,162.55894377062486
291,4.489812850952148,47.31902480125427,36708.89265203476,100,52.21970987319946,154.78212712731434,142.54689521620088,54.3676540851593,-1.4225637,2920000,2.127703905105591,0.020190489,5.035081713138322,0.019463777542114258,261.9821665460386,162.45586555010814
292,4.498941659927368,46.88356971740723,36762.829595804214,100,51.78807711601257,154.37663654280837,145.9271389772435,53.91499710083008,-1.4432853,2930000,2.107450008392334,0.012093526,4.7930652812791665,0.018772125244140625,261.10371981302853,162.9119805763137
293,4.583449363708496,47.33703565597534,36817.41662311554,100,52.33348989486694,154.72882841676778,147.87292160083211,54.56345772743225,-1.4805621,2940000,2.2128429412841797,-0.009338286,4.338712388139446,0.016834020614624023,261.86867165853,163.0945188561601
294,4.574958086013794,46.11218762397766,36870.616627931595,100,51.09482216835022,155.03120833929458,147.64554830384256,53.17915892601013,-1.4793873,2950000,2.0651538372039795,0.021774441,4.2877165420010295,0.01883387565612793,262.58868444087045,162.22309672867897
295,4.52570915222168,45.382885217666626,36923.773514032364,100,50.32496500015259,155.3573188011875,147.25701619193927,53.13661503791809,-1.5831797,2960000,2.794149160385132,-0.019347098,4.703577694853685,0.01714611053466797,263.42796108527693,162.72738752389674
296,4.492658853530884,46.299864053726196,36977.28585910797,100,51.21585512161255,155.1238531419369,143.41041076270696,53.468613147735596,-1.6481857,2970000,2.2333738803863525,0.004800058,4.710652669377685,0.019018888473510742,262.7367069108952,162.72168962860226
297,4.53511905670166,46.24691033363342,37030.59507513046,100,51.18972611427307,155.31515849897593,146.85533732417713,53.29059314727783,-1.694611,2980000,2.081232786178589,-0.00808654,4.214357208223177,0.01931309700012207,263.34707935103756,161.9618198783768
298,4.497023820877075,46.08603096008301,37083.75685811043,100,50.99499702453613,155.55611797213268,147.2063586763282,53.14142966270447,-1.7091691,2990000,2.1263740062713623,-0.00025138093,4.376401057985186,0.01969599723815918,263.90417648859994,163.64629850377605
299,4.512427091598511,46.51362919807434,37137.375423908234,100,51.43261218070984,155.25128570434939,143.8002245761836,53.598149061203,-1.8409672,3000000,2.1445729732513428,-0.0023144295,4.5383224695795255,0.02021193504333496,263.15250574197495,162.42962517654198
